rank,system_prompt,objective_score
1,"115, 115, 197, 842, 213, 000, 285, 428, 103, 370, 370, 370, 953, 329, 232, 370, 128, 058, 033, 098, 038, 019, 010, 099, 001, 127, 566, 370, 225, 213",-4.0703125
2,"115, 115, 197, 842, 213, 000, 285, 428, 370, 370, 370, 370, 953, 329, 232, 370, 960, 058, 033, 098, 103, 019, 010, 099, 001, 127, 566, 370, 225, 213",-4.0859375
3,"115, 115, 197, 842, 213, 000, 285, 428, 370, 370, 370, 370, 953, 329, 232, 370, 960, 058, 033, 098, 200, 019, 010, 099, 001, 127, 566, 370, 225, 213",-4.0859375
4,"115, 115, 197, 842, 213, 000, 285, 428, 370, 370, 370, 370, 953, 329, 232, 370, 128, 058, 033, 098, 218, 019, 010, 099, 001, 127, 566, 370, 225, 213",-4.0859375
5,"115, 115, 197, 842, 213, 000, 285, 428, 103, 370, 370, 370, 953, 329, 232, 370, 128, 058, 033, 098, 017, 019, 010, 099, 001, 127, 566, 370, 225, 213",-4.09375
6,"115, 115, 197, 842, 213, 000, 285, 428, 370, 370, 370, 370, 953, 329, 232, 370, 128, 058, 033, 098, 094, 019, 010, 099, 001, 127, 566, 370, 225, 213",-4.09375
7,"115, 115, 197, 842, 213, 000, 285, 428, 370, 370, 370, 370, 953, 329, 232, 370, 128, 058, 033, 098, 015, 019, 010, 099, 001, 127, 566, 370, 225, 213",-4.1015625
8,"115, 115, 197, 842, 213, 000, 285, 428, 370, 370, 370, 370, 953, 329, 232, 370, 128, 058, 033, 098, 973, 019, 010, 099, 001, 127, 566, 370, 225, 213",-4.1015625
9,"115, 115, 197, 842, 213, 000, 285, 428, 370, 370, 370, 370, 953, 329, 232, 370, 960, 058, 033, 098, 015, 019, 010, 099, 001, 127, 566, 370, 225, 213",-4.1015625
10,"115, 115, 197, 842, 213, 000, 285, 428, 370, 370, 370, 370, 953, 329, 232, 370, 128, 058, 033, 098, 975, 019, 010, 099, 001, 127, 566, 370, 225, 213",-4.109375
11,"115, 115, 197, 842, 213, 000, 285, 428, 103, 370, 370, 370, 953, 329, 232, 370, 128, 058, 033, 098, 012, 019, 010, 099, 001, 127, 566, 370, 225, 213",-4.109375
12,"115, 115, 197, 842, 213, 000, 285, 428, 370, 370, 370, 370, 953, 329, 232, 370, 128, 058, 033, 098, 180, 019, 010, 099, 001, 127, 566, 370, 225, 213",-4.109375
13,"115, 115, 197, 842, 213, 000, 285, 428, 370, 370, 370, 370, 953, 329, 232, 370, 128, 058, 033, 098, 148, 019, 010, 099, 001, 127, 566, 370, 225, 213",-4.109375
14,"115, 115, 197, 842, 213, 000, 285, 428, 370, 370, 370, 370, 953, 329, 232, 370, 128, 058, 033, 098, 029, 019, 010, 099, 001, 127, 566, 370, 225, 213",-4.109375
